9.344785709874992019e-02,9.714847107427482253e-02,9.293972750203971511e-02,8.948015470998649246e-02,9.649061460988883621e-02,9.393655558126334792e-02,9.688454170720939285e-02,9.759103556173209792e-02,9.182816048162345535e-02,8.955865402715568191e-02
9.659331341283683425e-02,9.977280397909049636e-02,9.711860914724235183e-02,9.295599957006339675e-02,8.951943417089347488e-02,9.642832775609855300e-02,9.406869907873038894e-02,9.621899624364738113e-02,9.528171320455436355e-02,9.125249882238273269e-02
9.830080767171744949e-02,9.525483150976066238e-02,9.960477848546867019e-02,9.708999891775016433e-02,9.250562687414054519e-02,9.045141239660148269e-02,9.645878572957877761e-02,9.415417213933829910e-02,9.680610199468497878e-02,9.701203604238395339e-02
1.030002166797435725e-01,9.931736488836173660e-02,9.696673651235465652e-02,9.813528557317618972e-02,9.706275959508781082e-02,9.261214037435416824e-02,8.989238043325309402e-02,9.646158714788322097e-02,9.514027138250236160e-02,9.621118803518180496e-02
1.021258165408885921e-01,1.003612210323131526e-01,9.911345739858512527e-02,9.638261099355582839e-02,9.868889351385001785e-02,9.703665276067618972e-02,9.251134892003898269e-02,8.974086542623405105e-02,9.696482916372184402e-02,9.367435474889640457e-02
9.796249170797233230e-02,1.018152167369640315e-01,1.014965107013500178e-01,9.750329752462272292e-02,9.578102131383781082e-02,9.758042593496207839e-02,9.701173801916007644e-02,9.310536880987052566e-02,8.995854158895377761e-02,9.757071037786368972e-02
1.000592042972362483e-01,9.942375917928580886e-02,1.025613476802623714e-01,1.008904506732738460e-01,9.815590878026847488e-02,9.568768044011954910e-02,1.010411908199108089e-01,9.698783655660514480e-02,9.319823284643058425e-02,9.021275539892081863e-02
9.676956434743766433e-02,1.007598568965709651e-01,9.725903769033317214e-02,1.010760595371044124e-01,1.009675194789684260e-01,9.743785162465934402e-02,9.542774458425407058e-02,9.843646784322623855e-02,9.696488876836661941e-02,9.325479765432242996e-02
7.754456301229362136e-02,1.033258964587963069e-01,8.909385700719718582e-02,9.824215670125846511e-02,1.049610902835643733e-01,9.937887688176993972e-02,9.855347176092033035e-02,9.517841835515861160e-02,9.999000330465201980e-02,9.694301386373405105e-02
7.263570328252677566e-02,7.646583815114860183e-02,1.037515332271373714e-01,8.960568209188346511e-02,9.739213486211661941e-02,1.014809538890636409e-01,1.019973685313976253e-01,9.675025244253043777e-02,9.549128313558463699e-02,9.986769457357291824e-02
