dist,sample,group
0.4489589164349256,125,cma
0.32642261178974086,125,cma
0.39558340132405206,125,cma
0.2281573527077166,125,cma
0.2907744098988781,125,cma
0.27110955244260176,125,cma
0.40753884111492494,125,cma
0.411844085701825,125,cma
0.37521492512331456,125,cma
0.37012915298270066,125,cma
0.32023874810951575,50,cma
0.4801517954052464,50,cma
0.26140105805438657,50,cma
0.3070719306858148,50,cma
0.3743415268397496,50,cma
0.33070401806186056,50,cma
0.45742272529197225,50,cma
0.4208088348112773,50,cma
0.3484082283720944,50,cma
0.3498553541276687,50,cma
0.2724076398374415,100,cma
0.36499458117984646,100,cma
0.34910818916978326,100,cma
0.4075261717081207,100,cma
0.3229011072224905,100,cma
0.002892384587264368,100,cma
0.3191247607463468,100,cma
0.30248026786992094,100,cma
0.27275354582284334,100,cma
0.4620268126826689,100,cma
0.4289915513960155,25,cma
0.34622178572702356,25,cma
0.4340238170639816,25,cma
0.3786042874974299,25,cma
0.3651978437539601,25,cma
0.33281166541124374,25,cma
0.5816528093724165,25,cma
0.5116699926119606,25,cma
0.459132578044493,25,cma
0.3965933402139975,25,cma
0.35354740182773625,75,cma
0.30655054195222453,75,cma
0.35671932205098544,75,cma
0.3215649377931579,75,cma
0.33021081735122226,75,cma
0.3533153844035706,75,cma
0.3538189060560386,75,cma
0.33482510711327607,75,cma
0.4006529646606308,75,cma
0.3093381773941351,75,cma
0.444552335031354,25,random
0.574429178695536,25,random
0.29862179471270767,25,random
0.4356829683496503,25,random
0.4737703178549077,25,random
0.3544077540610378,25,random
0.5172192340586518,25,random
0.5781435577781263,25,random
0.2894214892088921,25,random
0.4920427239228856,25,random
0.29725232768310883,125,random
0.4062475895379139,125,random
0.40334369745381454,125,random
0.39307439125143107,125,random
0.4361445232091012,125,random
0.3985066206100876,125,random
0.3794694039324977,125,random
0.28140300190130246,125,random
0.438843327391824,125,random
0.3812381923133237,125,random
0.40089818877544153,75,random
0.4588551010166598,75,random
0.4411953822040252,75,random
0.43237625411536573,75,random
0.4019101298476273,75,random
0.4176013043169228,75,random
0.412206400824948,75,random
0.42458130747061273,75,random
0.42002254760952273,75,random
0.33004421720793353,75,random
0.40240218605971967,100,random
0.4391650066024009,100,random
0.38584996653662573,100,random
0.3549293224654772,100,random
0.3523495478646061,100,random
0.3286946673452779,100,random
0.468078916248117,100,random
0.45732827963877154,100,random
0.4132088152106973,100,random
0.33356541605026574,100,random
0.5730469020556934,50,random
0.4822957795544698,50,random
0.4371383383748063,50,random
0.31110555609516427,50,random
0.410205342360924,50,random
0.5116431678559945,50,random
0.33684612373519685,50,random
0.47865331999209537,50,random
0.4868114403734358,50,random
0.42109669327419536,50,random
