1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
1.000000000000000021e-02,3.578947368421052377e-02,6.157894736842105254e-02,8.736842105263156744e-02,1.131578947368420962e-01,1.389473684210526250e-01,1.647368421052631537e-01,1.905263157894736825e-01,2.163157894736842113e-01,2.421052631578947401e-01,2.678947368421052411e-01,2.936842105263157698e-01,3.194736842105262986e-01,3.452631578947368274e-01,3.710526315789473562e-01,3.968421052631578849e-01,4.226315789473684137e-01,4.484210526315789425e-01,4.742105263157894712e-01,5.000000000000000000e-01
