6.346238851547242321e-02,5.749939084053040661e-02,4.323582053184510388e-02,6.189493536949158825e-02,5.378745198249818005e-02,5.851174592971802868e-02,4.406536817550660290e-02,5.433769226074219860e-02,5.503691434860230602e-02,4.950709342956544079e-02,5.074397921562195934e-02,4.521427750587464489e-02,4.811457991600037731e-02,4.391945600509644665e-02,3.910918235778809704e-02,3.260929584503174938e-02,2.685706019401551403e-02,1.078180670738221325e-02,-7.509841322898863636e-02,3.940397153147645604e-02,-1.418371796607970081e-02,-8.959847688674915656e-03,-6.066008210182188831e-02,-1.035546243190765270e-01,-3.054978882288079678e-01
5.607439279556275524e-02,4.705120325088502087e-02,5.851588845252991833e-02,4.576088190078736462e-02,5.282698273658753552e-02,4.046202898025513806e-02,4.613767266273499645e-02,4.686252474784852184e-02,4.206226468086243786e-02,5.035121440887452282e-02,4.178799390792847790e-02,3.630454540252686657e-02,5.343539714813233532e-02,5.045257210731507458e-02,3.543705940246583141e-02,2.642099261283875622e-02,-3.199114203453062855e-02,-6.294864416122425421e-03,-6.102775335311888538e-02,-6.365317106246937140e-03,-7.958163619041441761e-02,-8.813141584396361194e-02,-3.707866668701170765e-02,-4.634465575218199573e-02,-1.039335906505584606e-01
5.084202885627747692e-02,3.691138029098511852e-02,5.114362835884095349e-02,5.168430209159852184e-02,5.153356194496155895e-02,2.887244224548340954e-02,4.130638837814332165e-02,5.553279519081116833e-02,4.862872958183289684e-02,4.423300623893738903e-02,4.118476510047913708e-02,4.054428339004517712e-02,4.389927983283997692e-02,3.911922574043275036e-02,-8.227127790451038702e-03,2.414969801902772106e-02,5.647224187850963251e-03,-1.448349952697752796e-02,-1.249964833259581409e-02,-1.194553375244139515e-02,-5.259751081466673694e-02,-3.893691301345814093e-03,-6.689787258854917873e-02,-4.291858077049254261e-02,-5.819787383079527698e-02
4.639200568199158825e-02,4.898635745048524059e-02,4.872362017631531872e-02,5.017770528793336071e-02,5.198041796684266247e-02,4.603929519653321423e-02,4.215024113655091442e-02,3.574560284614564099e-02,4.457835555076600231e-02,4.541592001914979138e-02,3.060470223426819958e-02,4.627294540405274548e-02,4.002548456192017712e-02,4.736302495002747692e-02,4.447130560874940075e-02,4.881636500358582653e-02,4.031566977500916638e-02,-3.523280024528502308e-02,3.303360939025890008e-03,-1.334233880043028675e-02,-2.858767544244866787e-01,-3.136112724756341397e-01,-7.995967864990233265e-02,-5.729295611381529651e-02,-8.457704186439513050e-02
4.607550501823426403e-02,4.819862246513367809e-02,4.775319695472718395e-02,5.120162367820740856e-02,5.189864039421082653e-02,2.824596762657166638e-02,3.475950360298157849e-02,4.842705726623536266e-02,5.241132974624634899e-02,3.534011244773865856e-02,3.726689219474793591e-02,4.099200367927552380e-02,2.455283403396607556e-02,4.138906002044678845e-02,3.958303928375245251e-02,3.937355875968934216e-02,3.795940876007081188e-02,-2.125455737113951526e-02,-2.371682524681090198e-02,-5.448945164680479847e-02,-5.087155103683460577e-03,-3.112230931734185635e-01,-3.057796989893060147e-01,-3.130898510431390225e-01,-3.711668287729363858e-01
3.983805775642396130e-02,3.960112929344178356e-02,5.043266415596009411e-02,2.526525855064393200e-02,4.437444806098939099e-02,2.105201482772828259e-02,3.910799026489258923e-02,4.489116072654725231e-02,4.413579106330872692e-02,3.938792347908021130e-02,3.958372473716736950e-02,3.411309123039246716e-02,4.366360306739808239e-02,4.132918715476990856e-02,3.678355813026429333e-02,2.955530285835267224e-02,2.865640521049500622e-02,5.323451757431041376e-03,-2.688783407211292609e-03,3.697347640991222040e-03,-3.456844687461851917e-02,-5.320864915847767218e-03,-4.646437168121336780e-02,-3.540768062090020596e-01,-5.836828351020811878e-02
3.807575702667237438e-02,4.291431307792664684e-02,2.306519150733948864e-02,4.614953398704529919e-02,3.600744605064393200e-02,3.422163128852845349e-02,1.548592448234559216e-02,1.646862626075745739e-02,2.618501782417298474e-02,4.090819954872132458e-02,3.454498648643494763e-02,3.035048842430115856e-02,3.738040924072266735e-02,3.158886432647706188e-02,2.088813185691834606e-02,1.263017654418946423e-02,3.620235323905945934e-02,-4.052859892598204006e-02,-7.770730853080748401e-02,2.988789677619935192e-02,-3.426421319460015713e-01,-3.425745998834710537e-01,-3.133761321519952237e-01,-2.063666616891961514e-01,-4.872207641601561390e-02
3.281770348548890270e-02,2.783019542694092907e-02,3.191820979118348278e-02,3.808341622352601208e-02,3.647593855857850231e-02,3.505418896675110974e-02,3.251094818115235485e-02,1.843823194503785290e-02,2.508957386016846813e-02,2.662710547447205700e-02,3.245801925659180798e-02,1.264385581016541638e-02,3.834964036941529431e-02,1.622764468193055309e-02,3.136191964149476208e-02,2.092452049255372204e-02,3.011692762374879040e-02,3.028893122919984471e-02,6.863963603973399774e-03,-3.251898288726795538e-03,-2.197359800338744007e-02,-1.475601231073480069e-01,-5.224876403808592640e-02,-9.407870769500731312e-02,-2.712037598108392178e-01
3.498451113700867809e-02,3.442348241806031384e-02,2.940137386322022595e-02,3.687612414360047497e-02,3.309724926948548474e-02,3.037337660789490856e-02,2.108914852142335095e-02,2.462233304977418102e-02,3.013120293617249645e-02,2.273256778717042126e-02,1.160840392112733044e-02,3.108094334602357067e-02,3.381405472755433239e-02,1.721192598342896618e-02,2.909601926803589977e-02,2.777550816535950817e-02,1.752285361289979138e-02,2.933279871940613903e-02,1.494823098182679333e-02,-2.557854091142754971e-01,-3.146494661783318936e-01,-4.758788943290709339e-02,-8.380995988845824085e-02,-3.373649751161675869e-01,-3.709329401468377529e-01
3.034294843673707165e-02,2.312682271003724255e-02,2.025739550590516247e-02,2.946097850799561657e-02,8.179080486297618524e-03,3.251476287841797985e-02,2.620370388031006970e-02,2.405245304107667126e-02,-5.989253520965465150e-04,2.267454266548157849e-02,2.149791717529297985e-02,2.018265128135682263e-02,2.205820083618165173e-02,2.161611318588257946e-02,2.676473259925843395e-02,-6.130282878875731312e-02,2.498759031295777477e-02,2.287219166755677380e-02,2.017853856086732067e-02,1.319424510002137341e-02,-1.105358004570006214e-02,-1.306216751550774990e-01,-5.237455964088438831e-02,-2.345775996660333096e-01,-2.404201661562066494e-01
