dist,sample,group
0.3110424979832926,125,cma
0.2099072490545356,125,cma
0.35633256403208036,125,cma
0.2952156139459623,125,cma
0.187799447377849,125,cma
0.34686135658177414,125,cma
0.28402552754064225,125,cma
0.26870231494215374,125,cma
0.36632257806971286,125,cma
0.36466162447915407,125,cma
0.25992480294830766,50,cma
0.2924677621584505,50,cma
0.5008573395185587,50,cma
0.08441462929915473,50,cma
0.2889058083592234,50,cma
0.3909559065633242,50,cma
0.2875018781254749,50,cma
0.3309873790289284,50,cma
0.22671672092963263,50,cma
0.33937519791923365,50,cma
0.29306670577495886,100,cma
0.2772000498534069,100,cma
0.2375871502436292,100,cma
0.2534294353732062,100,cma
0.32012670840879853,100,cma
0.28699743195016836,100,cma
0.32842792344828736,100,cma
0.3321401422123648,100,cma
0.2935871908271436,100,cma
0.2652290283636689,100,cma
0.39241900803741575,25,cma
0.3412087538189621,25,cma
0.4812248027207731,25,cma
0.2838035557145988,25,cma
0.3282543200908416,25,cma
0.3521187092681717,25,cma
0.46122724582676594,25,cma
0.24969309869732065,25,cma
0.3229075559643005,25,cma
0.40352371846802126,25,cma
0.23361315656422751,75,cma
0.3921048179957122,75,cma
0.34988780118427065,75,cma
0.22827392270177865,75,cma
0.35619190848875054,75,cma
0.15539844777291228,75,cma
0.23112587364527476,75,cma
0.3109911457078357,75,cma
0.20065924251401787,75,cma
0.21473528593043467,75,cma
0.28961259983772086,25,random
0.33178191009230507,25,random
0.3991398164065264,25,random
0.3230683240194924,25,random
0.3795708824164081,25,random
0.42516102542788714,25,random
0.32581835129869985,25,random
0.394350953276818,25,random
0.528251173665334,25,random
0.5129256961290163,25,random
0.30722467668096204,125,random
0.31534911616333244,125,random
0.367328969883684,125,random
0.27873052896487194,125,random
0.2988906798059879,125,random
0.2869577540102031,125,random
0.3252156492131976,125,random
0.31271545839278464,125,random
0.2771548430447171,125,random
0.3434292426156126,125,random
0.4019095178488544,75,random
0.33461381851643673,75,random
0.3579416869194742,75,random
0.4008384980766939,75,random
0.37456992744075424,75,random
0.31138582918474966,75,random
0.3503391948517514,75,random
0.3901863944727763,75,random
0.39004359175015846,75,random
0.4689492179342184,75,random
0.41292966355785554,100,random
0.28109366137435293,100,random
0.39225107595256065,100,random
0.27915627595712966,100,random
0.3715144675705606,100,random
0.4080798596462186,100,random
0.2019974245629829,100,random
0.34077752187661514,100,random
0.35059583031737146,100,random
0.3300872417811321,100,random
0.4188379039912652,50,random
0.3466952813940583,50,random
0.4152777923443212,50,random
0.4881645797559136,50,random
0.3692927032711619,50,random
0.3696408740027828,50,random
0.38438720848275526,50,random
0.3467970000015083,50,random
0.33354112242231126,50,random
0.36489646664646574,50,random
